# histogram of simple kernel
# columns are min, max, value
1e-05 1.12202e-05 13.0168
1.12202e-05 1.25893e-05 10.5068
1.25893e-05 1.41254e-05 9.1407
1.41254e-05 1.58489e-05 8.25562
1.58489e-05 1.77828e-05 7.5794
1.77828e-05 1.99526e-05 7.0919
1.99526e-05 2.23872e-05 2.90322
2.23872e-05 2.51189e-05 0.980555
2.51189e-05 2.81838e-05 0.620351
2.81838e-05 3.16228e-05 0.453272
3.16228e-05 3.54813e-05 0.3686
3.54813e-05 3.98107e-05 0.308184
3.98107e-05 4.46684e-05 0.273184
4.46684e-05 5.01187e-05 0.247578
5.01187e-05 5.62341e-05 0.228017
5.62341e-05 6.30957e-05 0.208341
6.30957e-05 7.07946e-05 0.198812
7.07946e-05 7.94328e-05 0.183079
7.94328e-05 8.91251e-05 0.171503
8.91251e-05 0.0001 0.163406
0.0001 0.000112202 0.156862
0.000112202 0.000125893 0.148968
0.000125893 0.000141254 0.148599
0.000141254 0.000158489 0.13841
0.000158489 0.000177828 0.133818
0.000177828 0.000199526 0.132676
0.000199526 0.000223872 0.123173
0.000223872 0.000251189 0.134028
0.000251189 0.000281838 0.131059
0.000281838 0.000316228 0.112545
0.000316228 0.000354813 0.107118
0.000354813 0.000398107 0.118096
0.000398107 0.000446684 0.120842
0.000446684 0.000501187 0.111201
0.000501187 0.000562341 0.111185
0.000562341 0.000630957 0.0993105
0.000630957 0.000707946 0.102313
0.000707946 0.000794328 0.105541
0.000794328 0.000891251 0.110639
0.000891251 0.001 0.104717
0.001 0.00112202 0.105221
0.00112202 0.00125893 0.101298
0.00125893 0.00141254 0.102938
0.00141254 0.00158489 0.11181
0.00158489 0.00177828 0.0972279
0.00177828 0.00199526 0.0991874
0.00199526 0.00223872 0.0999395
0.00223872 0.00251189 0.106249
0.00251189 0.00281838 0.107205
0.00281838 0.00316228 0.109642
0.00316228 0.00354813 0.107382
0.00354813 0.00398107 0.0966584
0.00398107 0.00446684 0.104454
0.00446684 0.00501187 0.0964022
0.00501187 0.00562341 0.104435
0.00562341 0.00630957 0.111853
0.00630957 0.00707946 0.0865817
0.00707946 0.00794328 0.106882
0.00794328 0.00891251 0.107372
0.00891251 0.01 0.0851074
0.01 0.0112202 0.0991653
0.0112202 0.0125893 0.0833385
0.0125893 0.0141254 0.103909
0.0141254 0.0158489 0.0944814
0.0158489 0.0177828 0.0856353
0.0177828 0.0199526 0.102731
0.0199526 0.0223872 0.113449
0.0223872 0.0251189 0.0993252
0.0251189 0.0281838 0.119498
0.0281838 0.0316228 0.0853034
0.0316228 0.0354813 0.102017
0.0354813 0.0398107 0.0941682
0.0398107 0.0446684 0.109559
0.0446684 0.0501187 0.0866053
0.0501187 0.0562341 0.0752243
0.0562341 0.0630957 0.143816
0.0630957 0.0707946 0.119399
0.0707946 0.0794328 0.119933
0.0794328 0.0891251 0.11549
0.0891251 0.1 0.12478
0.1 0.112202 0.114032
0.112202 0.125893 0.126279
0.125893 0.141254 0.12213
0.141254 0.158489 0.132447
0.158489 0.177828 0.159871
0.177828 0.199526 0.0898562
0.199526 0.223872 0.161075
0.223872 0.251189 0.182252
0.251189 0.281838 0.147869
0.281838 0.316228 0.147929
0.316228 0.354813 0.235042
0.354813 0.398107 0.156216
0.398107 0.446684 0.25855
0.446684 0.501187 0.262915
0.501187 0.562341 0.249484
0.562341 0.630957 0.411765
0.630957 0.707946 0.475223
0.707946 0.794328 0.737833
0.794328 0.891251 1.27824
0.891251 1 3.30371
